Date,Estimate,Actual
2022-04-19,None,None
2022-01-25,None,None
2021-04-21,-0.26,-0.25
2021-01-27,-0.32,-0.37
2020-10-21,-0.73,-0.67
2020-07-22,-0.74,-1.05
2020-04-22,0.08,-0.03
2020-01-29,0.78,0.88
2019-10-23,0.75,0.75
2019-07-24,0.78,0.72
2019-04-17,0.87,0.91
2019-01-23,0.84,0.77
2018-10-24,0.81,0.77
2018-07-25,0.79,0.74
2018-04-25,0.85,1.04
2018-01-24,0.77,0.88
2017-10-25,0.68,0.77
2017-07-26,0.59,0.73
2017-04-26,0.62,0.66
2017-01-25,0.66,0.62
2016-11-03,0.6,0.72
2016-07-25,0.56,0.52
2016-04-20,0.63,0.45
2016-01-27,0.65,0.62
2015-10-21,0.64,0.66
2015-07-22,0.61,0.6
2015-04-22,0.71,0.66
2015-01-28,0.8,0.92
2014-10-15,0.84,0.84
2014-07-16,0.9,0.85
2014-04-24,0.94,0.97
2014-01-29,0.84,0.72
2013-10-17,0.76,0.82
2013-07-24,0.68,0.65
2013-05-01,0.66,0.71
2013-01-30,0.59,0.54
2012-11-01,0.59,0.46
2012-07-25,0.6,0.44
2012-04-25,0.6,0.7
2012-02-01,0.57,0.57
2011-10-27,0.52,0.55
2011-07-26,0.44,0.54
2011-05-03,0.44,0.37
2011-02-03,0.39,0.42
2010-10-27,0.23,0.34
2010-07-28,0.09,0.17
2010-05-06,0.03,0.07
2010-02-17,0.03,0.03
2009-10-29,-0.01,0.03
2009-07-30,-0.01,0.01
2009-05-05,-0.02,0.01
2009-02-11,0.04,-0.04
2008-11-10,0.11,0.02
2008-07-30,0.12,0.09
2008-04-30,0.36,0.07
2008-02-04,0.35,0.2
2007-11-01,0.31,0.12
2007-08-01,0.25,0.23
2007-05-02,0.32,0.32
2007-02-05,0.31,0.37
2006-11-01,0.29,0.33
2006-08-02,0.34,0.34
2006-05-04,0.35,0.38
2006-02-14,0.27,0.33
2005-11-02,0.27,0.28
2005-08-03,0.26,0.27
2005-05-03,0.25,0.29
2005-03-08,0.16,0.19
